fold,ENCE,CV,ECE,chi_2,DMS_id,fold_variable_name
0,0.36837049594332205,0.018894750136727898,0.23925813633994977,0.42460188745820143,A0A140D2T1_ZIKV_Sourisseau_2019,fold_contiguous_5
1,0.29691344973906114,0.021021408005668953,0.22343550144488128,1.0880419347314905,A0A140D2T1_ZIKV_Sourisseau_2019,fold_contiguous_5
2,0.2449714480850635,0.022831722878583774,0.2209720972097209,0.584492397333844,A0A140D2T1_ZIKV_Sourisseau_2019,fold_contiguous_5
3,0.6281065532035149,0.013877014846711349,0.15374958548486425,2.7775226411247043,A0A140D2T1_ZIKV_Sourisseau_2019,fold_contiguous_5
4,0.32465989824663416,0.014357466494490387,0.26377990430622006,0.4906474610191371,A0A140D2T1_ZIKV_Sourisseau_2019,fold_contiguous_5
0,0.141539831589035,0.057718615981992065,0.037356942345065834,0.7452819282420646,A0A192B1T2_9HIV1_Haddox_2018,fold_contiguous_5
1,0.1940847821621569,0.045077240738803245,0.053944670288160565,0.6558207938542276,A0A192B1T2_9HIV1_Haddox_2018,fold_contiguous_5
2,0.17610003644058697,0.05795258642819882,0.041612295200811916,0.6821094073936584,A0A192B1T2_9HIV1_Haddox_2018,fold_contiguous_5
3,0.1605992677213743,0.06459463446237326,0.03824126431781937,1.3454433814388227,A0A192B1T2_9HIV1_Haddox_2018,fold_contiguous_5
4,0.18599371419431251,0.08564101543606009,0.0502392344497608,1.3711801100003203,A0A192B1T2_9HIV1_Haddox_2018,fold_contiguous_5
0,0.15566626799868666,0.0069148716109239255,0.01576402321083169,1.2319114771695825,A0A1I9GEU1_NEIME_Kennouche_2019,fold_contiguous_5
1,0.07056175457018621,0.01642498503557569,0.062252964426877444,0.9438459125576205,A0A1I9GEU1_NEIME_Kennouche_2019,fold_contiguous_5
2,0.07645890859230653,0.008886627421710114,0.055609284332688566,0.9303729201473263,A0A1I9GEU1_NEIME_Kennouche_2019,fold_contiguous_5
3,0.210649691967184,0.02612820550335567,0.012849162011173169,1.381725067941748,A0A1I9GEU1_NEIME_Kennouche_2019,fold_contiguous_5
4,0.1808646858550668,0.04254668170920342,0.06333830104321904,0.681265606489001,A0A1I9GEU1_NEIME_Kennouche_2019,fold_contiguous_5
0,0.11544003170587418,0.06772605343435298,0.05289739500265813,0.8843786910724749,A0A247D711_LISMN_Stadelmann_2021,fold_contiguous_5
1,0.47484375275957075,0.06949470082743639,0.06220095693779906,2.1385443606314496,A0A247D711_LISMN_Stadelmann_2021,fold_contiguous_5
2,0.2164183602768374,0.059139150896375066,0.12032085561497324,0.8545592619133502,A0A247D711_LISMN_Stadelmann_2021,fold_contiguous_5
3,0.17781186428733775,0.08068034447526054,0.09780467210807765,0.9090731319691653,A0A247D711_LISMN_Stadelmann_2021,fold_contiguous_5
4,0.08621195580970498,0.0964300169069529,0.02113706726709819,1.1293728210817504,A0A247D711_LISMN_Stadelmann_2021,fold_contiguous_5
0,0.09704002219027268,0.07640530886361467,0.01118359739049392,0.9252105441561552,A0A2Z5U3Z0_9INFA_Doud_2016,fold_contiguous_5
1,0.14013983055500814,0.07746061514196156,0.021700470000423452,1.1887996159364924,A0A2Z5U3Z0_9INFA_Doud_2016,fold_contiguous_5
2,0.10257410430011409,0.0776073027883786,0.020260829063810007,1.0908184178400946,A0A2Z5U3Z0_9INFA_Doud_2016,fold_contiguous_5
3,0.08182345445927545,0.08585928507192687,0.015357581403226506,0.9924361269400639,A0A2Z5U3Z0_9INFA_Doud_2016,fold_contiguous_5
4,0.05827594333460552,0.08936218802307874,0.02494873547505124,0.9046931007570617,A0A2Z5U3Z0_9INFA_Doud_2016,fold_contiguous_5
0,0.36255272523228493,0.013039504205123483,0.19059357128771443,0.8383540573451497,A0A2Z5U3Z0_9INFA_Wu_2014,fold_contiguous_5
1,0.2897512719853986,0.016045405739643102,0.2029644268774703,1.4698467299098306,A0A2Z5U3Z0_9INFA_Wu_2014,fold_contiguous_5
2,0.5374864395360042,0.010196461881178244,0.18865121806298274,1.8731015215185016,A0A2Z5U3Z0_9INFA_Wu_2014,fold_contiguous_5
3,0.4331030133460236,0.018712995143033703,0.2229792794474519,0.5676435686628745,A0A2Z5U3Z0_9INFA_Wu_2014,fold_contiguous_5
4,0.27606762481091396,0.052518941502417114,0.2195558065123282,0.6434959793960248,A0A2Z5U3Z0_9INFA_Wu_2014,fold_contiguous_5
0,0.13524720418721833,0.07679533588172448,0.013368983957219256,1.0997179868863565,A4_HUMAN_Seuma_2022,fold_contiguous_5
1,0.12023134890064827,0.07471848114692888,0.06299840510366822,0.8346358563049121,A4_HUMAN_Seuma_2022,fold_contiguous_5
2,0.10656646673103791,0.07790133765366379,0.03767942583732054,0.8383222363762489,A4_HUMAN_Seuma_2022,fold_contiguous_5
3,0.11984578166981638,0.09351286641684464,0.02919927754364843,1.1939645861854795,A4_HUMAN_Seuma_2022,fold_contiguous_5
4,0.17922659835182866,0.07861789516546067,0.07535885167464113,0.7902417610775874,A4_HUMAN_Seuma_2022,fold_contiguous_5
0,0.03942928462082754,0.047176588521057806,0.05159279778393349,0.9618521298983935,A4D664_9INFA_Soh_2019,fold_contiguous_5
1,0.19574976660642196,0.04397257733317986,0.08448753462603877,0.6497362999088369,A4D664_9INFA_Soh_2019,fold_contiguous_5
2,0.34893252237598765,0.0468970724714787,0.05636489549231929,1.8780129419119147,A4D664_9INFA_Soh_2019,fold_contiguous_5
3,0.3628782241753473,0.06309694828562211,0.16595316041299418,0.4244716493519968,A4D664_9INFA_Soh_2019,fold_contiguous_5
