fold,ENCE,CV,ECE,chi_2,DMS_id,fold_variable_name
2,0.1335671757058173,0.02085788237917362,0.22134387351778653,1.0091907660553951,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
1,0.20913683381687287,0.019545342336319146,0.22318422318422318,0.8747724567876093,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
3,0.33380882224679254,0.026469735555610753,0.22252514806806428,1.0282292528941086,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
0,0.35077828918282616,0.030100007850164985,0.2278595287532725,0.9951571297270951,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
4,0.2862803676390678,0.026426848192554617,0.23213233850382878,1.0002056356942333,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
1,0.17104096340378216,0.21195691520680005,0.011927684280149918,1.1539615107612344,A0A192B1T2_9HIV1_Haddox_2018,fold_random_5
3,0.1973896813928321,0.25060882684859115,0.014565004887585505,1.078458853868599,A0A192B1T2_9HIV1_Haddox_2018,fold_random_5
0,0.18304822572732843,0.2041647013672365,0.012805093738945856,1.0308420532642513,A0A192B1T2_9HIV1_Haddox_2018,fold_random_5
4,0.22342941915314246,0.21439729022772652,0.016741459177764883,1.052427531842899,A0A192B1T2_9HIV1_Haddox_2018,fold_random_5
2,0.19447503052567144,0.20708909384827023,0.004382470119521889,1.110552447957623,A0A192B1T2_9HIV1_Haddox_2018,fold_random_5
3,0.17233823754660305,0.011706534364180064,0.05836081017428166,1.1310510297880771,A0A1I9GEU1_NEIME_Kennouche_2019,fold_random_5
1,0.10462315893019533,0.008677174478001464,0.020107478728168367,1.1254059739743936,A0A1I9GEU1_NEIME_Kennouche_2019,fold_random_5
2,0.09321968281017831,0.011619132514149573,0.03079178885630497,0.9286952036922573,A0A1I9GEU1_NEIME_Kennouche_2019,fold_random_5
4,0.08398757776292613,0.015581291273905283,0.027736549165120573,1.0985830531186178,A0A1I9GEU1_NEIME_Kennouche_2019,fold_random_5
0,0.09314975852209144,0.011451966417103847,0.08389610389610386,0.8738328193399854,A0A1I9GEU1_NEIME_Kennouche_2019,fold_random_5
2,0.16328668645778663,0.148537277389818,0.036391268306161906,1.2581994212480894,A0A247D711_LISMN_Stadelmann_2021,fold_random_5
3,0.2999817121108025,0.24884681008211348,0.06347256347256344,1.2796415050121495,A0A247D711_LISMN_Stadelmann_2021,fold_random_5
1,0.12430078348369392,0.1676243778196806,0.013196480938416412,1.7856019899608329,A0A247D711_LISMN_Stadelmann_2021,fold_random_5
4,0.19481675481528193,0.14890972098577393,0.07452431289640588,0.937034036380521,A0A247D711_LISMN_Stadelmann_2021,fold_random_5
0,0.13068251188683683,0.1302256777886729,0.05840302131103315,0.8290753789960135,A0A247D711_LISMN_Stadelmann_2021,fold_random_5
3,0.1974694976617341,0.250736464397975,0.013544987037273143,1.1681331027621253,A0A2Z5U3Z0_9INFA_Doud_2016,fold_random_5
4,0.21578754217005783,0.2559473737441016,0.013820785419830738,1.1061829085470034,A0A2Z5U3Z0_9INFA_Doud_2016,fold_random_5
1,0.18812381328446912,0.2402299297822792,0.015108834827144675,1.2102527257230462,A0A2Z5U3Z0_9INFA_Doud_2016,fold_random_5
0,0.18837357698057494,0.23682899106006347,0.014635598265158594,1.074779987869886,A0A2Z5U3Z0_9INFA_Doud_2016,fold_random_5
2,0.19684593652019422,0.2558918660051204,0.02472579386271205,1.063962654122376,A0A2Z5U3Z0_9INFA_Doud_2016,fold_random_5
0,0.39694816458467164,0.011920797789672215,0.2031857031857032,0.7399011348207573,A0A2Z5U3Z0_9INFA_Wu_2014,fold_random_5
1,0.11940496524579387,0.0055924540182078954,0.20868191113589887,0.8180436875410709,A0A2Z5U3Z0_9INFA_Wu_2014,fold_random_5
2,0.7228384063657993,0.017260145715704674,0.1991525423728813,2.2157178610343515,A0A2Z5U3Z0_9INFA_Wu_2014,fold_random_5
3,0.3679461912153297,0.007681291887547218,0.21395881006864984,0.5562222340993834,A0A2Z5U3Z0_9INFA_Wu_2014,fold_random_5
4,0.3408133427963537,0.006854048687358708,0.20229151014274976,0.9855235684043062,A0A2Z5U3Z0_9INFA_Wu_2014,fold_random_5
3,0.11110630757434103,0.1135628923985241,0.02530120481927711,0.9876031909925833,A4_HUMAN_Seuma_2022,fold_random_5
4,0.1707043476298032,0.14234677656213982,0.010652537646402683,1.1148395594461573,A4_HUMAN_Seuma_2022,fold_random_5
2,0.2315096157886556,0.11707347840302847,0.029419191919191904,1.0748749128866124,A4_HUMAN_Seuma_2022,fold_random_5
1,0.05965452279350204,0.11472626589663987,0.043077837195484234,0.9611215569569159,A4_HUMAN_Seuma_2022,fold_random_5
0,0.12618260353902683,0.0995567933955085,0.020855614973262025,1.1775181699162711,A4_HUMAN_Seuma_2022,fold_random_5
1,0.2224150222730621,0.22389660611940465,0.08851844672740193,1.1486894987015352,A4D664_9INFA_Soh_2019,fold_random_5
2,0.18506883040876865,0.2374348679904347,0.07849261849261846,1.0065754577934014,A4D664_9INFA_Soh_2019,fold_random_5
4,0.15173359317043666,0.25126271806504386,0.08241409915050078,1.1518575520160996,A4D664_9INFA_Soh_2019,fold_random_5
0,0.1849745803881111,0.22570474775853616,0.08352545329927095,1.1188674706986632,A4D664_9INFA_Soh_2019,fold_random_5
3,0.1655665544173753,0.24062170803319718,0.06664364640883975,1.4347528225869666,A4D664_9INFA_Soh_2019,fold_random_5
3,0.5932876943470234,0.27589909164650944,0.03611457036114573,1.9492145270854413,A4GRB6_PSEAI_Chen_2020,fold_random_5
