bin,fold,RMSE,RMV,DMS_id,fold_variable_name
0.0,0,0.3149809370554132,0.8660601575962736,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
0.0,1,0.2586480023741254,0.8543812174369207,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
0.0,2,0.29424896351186797,0.8288234785513038,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
0.0,3,0.3435893095962543,0.8345581336549375,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
0.0,4,0.19400734073110656,0.8555923953659746,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
1.0,0,0.8395990410326777,0.8757073056032184,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
1.0,1,0.620317640784031,0.8644945203953873,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
1.0,2,0.9198485106099575,0.8432991116113916,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
1.0,3,1.0855901013441718,0.8480917175304032,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
1.0,4,0.9318626094568607,0.8651366039611973,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
2.0,0,0.958682090281038,0.8815753750759481,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
2.0,1,0.7869068426226739,0.8715210096366555,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
2.0,2,1.0216032511191335,0.8522293547534303,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
2.0,3,0.8566203384425244,0.8564960665983502,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
2.0,4,1.258958044060517,0.8705807453741533,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
3.0,0,0.7437153594038942,0.8876467702635464,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
3.0,1,1.200652468206984,0.8791233260512471,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
3.0,2,0.9214451455481266,0.8624593309905877,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
3.0,3,1.1330322831538167,0.8656923780930338,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
3.0,4,0.673877307419489,0.8769951447830102,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
4.0,0,1.2422535411846443,0.9091624128438437,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
4.0,1,0.9506817557850867,0.9025851098387595,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
4.0,2,1.1820932514280358,0.8926421557058775,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
4.0,3,0.8985555250415006,0.8946349373698698,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
4.0,4,0.9461599132855107,0.8971015141619092,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
0.0,0,0.48543524739752913,0.4630634742524727,A0A192B1T2_9HIV1_Haddox_2018,fold_random_5
0.0,1,0.5388394061599686,0.4649495592931223,A0A192B1T2_9HIV1_Haddox_2018,fold_random_5
0.0,2,0.5402769010913492,0.44553127981637913,A0A192B1T2_9HIV1_Haddox_2018,fold_random_5
0.0,3,0.603494705801563,0.4072941968055659,A0A192B1T2_9HIV1_Haddox_2018,fold_random_5
0.0,4,0.5380836759264922,0.4610187374309481,A0A192B1T2_9HIV1_Haddox_2018,fold_random_5
