fold,ENCE,CV,ECE,chi_2,DMS_id,fold_variable_name
3,0.6743542567797816,0.1579309115680693,0.05614973262032088,2.528632173591787,AMFR_HUMAN_Rocklin_2023_4G3O,fold_rand_multiples
2,0.41450357769617385,0.17405832107037628,0.1585179526355997,12.56421109366365,AMFR_HUMAN_Rocklin_2023_4G3O,fold_rand_multiples
0,0.6312752559134372,0.19342766509495107,0.09770817417876243,3.290768647307845,AMFR_HUMAN_Rocklin_2023_4G3O,fold_rand_multiples
4,0.5117065551131775,0.15531743746979215,0.12469287469287473,3.3020090160305693,AMFR_HUMAN_Rocklin_2023_4G3O,fold_rand_multiples
1,0.8096661728656755,0.17764028075625773,0.05309396485867075,2.168109417412917,AMFR_HUMAN_Rocklin_2023_4G3O,fold_rand_multiples
2,0.2662426028119323,0.15849647832556868,0.09486166007905136,0.7336808922104175,BBC1_YEAST_Rocklin_2023_1TG0,fold_rand_multiples
0,0.20775972556807876,0.16364647704236304,0.11813790074659636,0.5998566861853241,BBC1_YEAST_Rocklin_2023_1TG0,fold_rand_multiples
3,0.1758131864593804,0.1626611536679342,0.11506368028107153,0.6290645609588543,BBC1_YEAST_Rocklin_2023_1TG0,fold_rand_multiples
1,0.24712221610961996,0.16501952886995022,0.11725955204216074,0.667986473930722,BBC1_YEAST_Rocklin_2023_1TG0,fold_rand_multiples
4,0.2020658775024919,0.17002944674910572,0.10136473695795728,0.7484051878652144,BBC1_YEAST_Rocklin_2023_1TG0,fold_rand_multiples
0,0.47403203876564826,0.17309242956016477,0.21168831168831168,0.3397798276350881,BCHB_CHLTE_Rocklin_2023_2KRU,fold_rand_multiples
1,0.4264399143061303,0.17314009605469124,0.19119769119769117,0.39412550909859423,BCHB_CHLTE_Rocklin_2023_2KRU,fold_rand_multiples
3,0.3186435392724093,0.18590743346064692,0.20360750360750354,0.394268694647161,BCHB_CHLTE_Rocklin_2023_2KRU,fold_rand_multiples
2,0.448272519003541,0.19658133541537348,0.16839826839826835,1.0091486699286931,BCHB_CHLTE_Rocklin_2023_2KRU,fold_rand_multiples
4,0.3023652572962199,0.1922558149214342,0.16317016317016314,-0.15087519100539382,BCHB_CHLTE_Rocklin_2023_2KRU,fold_rand_multiples
2,0.20863526891547393,0.14552039773609432,0.14447625864948696,0.5044145834293484,CATR_CHLRE_Rocklin_2023_2AMI,fold_rand_multiples
0,0.24460564065480908,0.1665106384029994,0.0998568360773085,0.7345044715271672,CATR_CHLRE_Rocklin_2023_2AMI,fold_rand_multiples
3,0.3543563986334443,0.17756616767626351,0.1599856836077308,0.430166700139076,CATR_CHLRE_Rocklin_2023_2AMI,fold_rand_multiples
1,0.3889872473628335,0.16093844329871795,0.12228585063230729,0.7313866468614116,CATR_CHLRE_Rocklin_2023_2AMI,fold_rand_multiples
4,0.36724160876612266,0.16848217964772058,0.14331974094507072,0.47332840780034285,CATR_CHLRE_Rocklin_2023_2AMI,fold_rand_multiples
3,0.20704562241399666,0.11981098768382865,0.12059145673603501,0.5902438080045826,CBPA2_HUMAN_Rocklin_2023_1O6X,fold_rand_multiples
0,0.35189280118368577,0.12566949920262233,0.15345016429353778,0.812416426275907,CBPA2_HUMAN_Rocklin_2023_1O6X,fold_rand_multiples
1,0.32168519467789736,0.14182918604944975,0.1718510405257393,0.5574593677603294,CBPA2_HUMAN_Rocklin_2023_1O6X,fold_rand_multiples
4,0.325037128387231,0.1389471091402963,0.13435828877005343,0.5976150492675628,CBPA2_HUMAN_Rocklin_2023_1O6X,fold_rand_multiples
2,0.31665554818073993,0.13162945226049996,0.14797371303395396,0.6087073523694716,CBPA2_HUMAN_Rocklin_2023_1O6X,fold_rand_multiples
1,0.18964985683152186,0.0971942921104548,0.10811617266759498,0.6857930025768334,CBX4_HUMAN_Rocklin_2023_2K28,fold_rand_multiples
3,0.21125107059671122,0.1076127821550462,0.11368609508653273,0.6409533657637164,CBX4_HUMAN_Rocklin_2023_2K28,fold_rand_multiples
0,0.25853323919215676,0.12105726027448126,0.1003580664412174,0.7097344098674219,CBX4_HUMAN_Rocklin_2023_2K28,fold_rand_multiples
4,0.2439467965994094,0.18033806364229363,0.11033239887865437,0.588687875339256,CBX4_HUMAN_Rocklin_2023_2K28,fold_rand_multiples
2,0.26093590460369487,0.1118171048340963,0.12323453351899741,0.6231062412528487,CBX4_HUMAN_Rocklin_2023_2K28,fold_rand_multiples
1,0.16955014485675096,0.035596606916505694,0.137603305785124,0.12321851557536224,CSN4_MOUSE_Rocklin_2023_1UFM,fold_rand_multiples
4,0.12027547497688289,0.16471906664187574,0.2561415683553089,1.026747916425133,CSN4_MOUSE_Rocklin_2023_1UFM,fold_rand_multiples
3,0.8460533902440297,0.0662973921935781,0.2534435261707989,0.33938416742705735,CSN4_MOUSE_Rocklin_2023_1UFM,fold_rand_multiples
0,0.18053317153998086,0.18250432220594703,0.24986225895316808,1.4159457459524278,CSN4_MOUSE_Rocklin_2023_1UFM,fold_rand_multiples
2,0.24871513904752635,0.19234490132880153,0.39545454545454545,3.497925035830531,CSN4_MOUSE_Rocklin_2023_1UFM,fold_rand_multiples
2,0.17804141496569503,0.20386681122436917,0.06703107019562714,0.8508096709158596,CUE1_YEAST_Rocklin_2023_2MYX,fold_rand_multiples
0,0.11111376007334509,0.1887371725317007,0.06357882623705406,0.8869363923766981,CUE1_YEAST_Rocklin_2023_2MYX,fold_rand_multiples
4,0.1097468565647896,0.1926186990778583,0.06703107019562714,0.971425760265475,CUE1_YEAST_Rocklin_2023_2MYX,fold_rand_multiples
