bin,fold,RMSE,RMV,DMS_id,fold_variable_name
0.0,0,1.0781961135265306,0.9356523084897156,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
0.0,1,0.964885788873799,0.9322557446391513,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
0.0,2,1.3242827286533134,0.9204289309651625,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
0.0,3,1.2365425855542829,0.9114746515757397,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
0.0,4,1.3210715069092227,0.9212152268925867,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
1.0,0,1.0965114964616858,0.9544180422408404,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
1.0,1,1.1877602538979082,0.9485835004929231,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
1.0,2,0.786181509921153,0.9410142639797032,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
1.0,3,1.2424328187037017,0.9364483332808023,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
1.0,4,1.0878132011949677,0.9450069481655048,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
2.0,0,0.8952785547761003,0.9674258154031542,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
2.0,1,0.6565831478957777,0.9605225586563966,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
2.0,2,1.1901299435668218,0.9561549119519637,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
2.0,3,0.972539277928108,0.9542000845321926,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
2.0,4,0.8363373890869805,0.9611032869937914,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
3.0,0,0.9106783624482574,0.9794893588848909,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
3.0,1,0.9124597121158234,0.9720567863009089,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
3.0,2,0.4567321717706281,0.9724647109442225,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
3.0,3,0.511597199020116,0.971224260847041,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
3.0,4,0.7173639495533273,0.9765820753899659,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
4.0,0,0.7728329884219142,0.9930787694750774,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
4.0,1,0.6106117598206162,0.986130816418363,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
4.0,2,0.704475370761853,0.9931972223147792,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
4.0,3,0.41960428649517795,0.9944110777232462,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
4.0,4,0.5454530656152842,0.9935082350301764,A0A140D2T1_ZIKV_Sourisseau_2019,fold_random_5
0.0,0,0.614198822246331,0.5074095653069427,A0A192B1T2_9HIV1_Haddox_2018,fold_random_5
0.0,1,0.6563823964358892,0.4726203582050809,A0A192B1T2_9HIV1_Haddox_2018,fold_random_5
0.0,2,0.6856505632433563,0.5119611702469606,A0A192B1T2_9HIV1_Haddox_2018,fold_random_5
0.0,3,0.6921587266534215,0.5081276913881659,A0A192B1T2_9HIV1_Haddox_2018,fold_random_5
0.0,4,0.6761605479925903,0.5182823127464079,A0A192B1T2_9HIV1_Haddox_2018,fold_random_5
1.0,0,0.6278597122316603,0.5693185845038599,A0A192B1T2_9HIV1_Haddox_2018,fold_random_5
1.0,1,0.6470869199740699,0.5454425467064113,A0A192B1T2_9HIV1_Haddox_2018,fold_random_5
1.0,2,0.655954575366451,0.5741328048713834,A0A192B1T2_9HIV1_Haddox_2018,fold_random_5
1.0,3,0.6862121443764306,0.5756855687817662,A0A192B1T2_9HIV1_Haddox_2018,fold_random_5
1.0,4,0.6641922031938806,0.5787303542482344,A0A192B1T2_9HIV1_Haddox_2018,fold_random_5
2.0,0,0.6832163948843059,0.6259407311017074,A0A192B1T2_9HIV1_Haddox_2018,fold_random_5
2.0,1,0.6253355889939948,0.6164047629122367,A0A192B1T2_9HIV1_Haddox_2018,fold_random_5
2.0,2,0.6503108533231388,0.6299633448515665,A0A192B1T2_9HIV1_Haddox_2018,fold_random_5
2.0,3,0.610722109493665,0.6359482967157138,A0A192B1T2_9HIV1_Haddox_2018,fold_random_5
