fold,ENCE,CV,ECE,chi_2,DMS_id,fold_variable_name
1,0.4277444172959436,0.010172114024618,0.19600644274953805,0.8637623648848073,A0A140D2T1_ZIKV_Sourisseau_2019,fold_modulo_5
2,0.13264844226992872,0.010766416177561026,0.21443460135487227,0.6351770855787834,A0A140D2T1_ZIKV_Sourisseau_2019,fold_modulo_5
3,0.222448975137819,0.010814291365209013,0.22471457672082992,0.8918972563597808,A0A140D2T1_ZIKV_Sourisseau_2019,fold_modulo_5
4,0.2861857516917419,0.009112541379100446,0.2033966554550192,1.6371506439675532,A0A140D2T1_ZIKV_Sourisseau_2019,fold_modulo_5
0,0.46635713409200974,0.009837418142681886,0.20540669856459323,1.0990039832929388,A0A140D2T1_ZIKV_Sourisseau_2019,fold_modulo_5
0,0.08001565854340882,0.058985010287661316,0.025552436478802246,0.9743834359094594,A0A192B1T2_9HIV1_Haddox_2018,fold_modulo_5
1,0.1099240548175608,0.06555449070226403,0.013688527538943018,0.9593388771312289,A0A192B1T2_9HIV1_Haddox_2018,fold_modulo_5
2,0.10860796671592317,0.05951269873423013,0.028236914600550944,0.8524394383105068,A0A192B1T2_9HIV1_Haddox_2018,fold_modulo_5
3,0.050033070949793514,0.056996975782590074,0.027149485283456554,0.9227063330327893,A0A192B1T2_9HIV1_Haddox_2018,fold_modulo_5
4,0.06248256909690651,0.06635039230880961,0.015948963317384345,0.9667232456616794,A0A192B1T2_9HIV1_Haddox_2018,fold_modulo_5
1,0.11427309695731355,0.020227525022797822,0.05630652070442643,0.8478971310001866,A0A1I9GEU1_NEIME_Kennouche_2019,fold_modulo_5
2,0.10096373598972057,0.013870087680534274,0.011988011988011965,1.2011623481073093,A0A1I9GEU1_NEIME_Kennouche_2019,fold_modulo_5
3,0.13288895766978942,0.00961036639625658,0.05053326561706446,1.181372493066027,A0A1I9GEU1_NEIME_Kennouche_2019,fold_modulo_5
4,0.23918014010206984,0.016369790052795086,0.02153110047846888,1.1481772574465536,A0A1I9GEU1_NEIME_Kennouche_2019,fold_modulo_5
0,0.1318378474423479,0.03431944844375695,0.06565656565656564,0.8383131657930422,A0A1I9GEU1_NEIME_Kennouche_2019,fold_modulo_5
3,0.2634927454895048,0.07169440992204079,0.055136504362510524,1.1299562297074113,A0A247D711_LISMN_Stadelmann_2021,fold_modulo_5
4,0.19755756501716318,0.06036319186874581,0.05260343371798479,1.4443954748539367,A0A247D711_LISMN_Stadelmann_2021,fold_modulo_5
2,0.21283782103488638,0.06700990527243163,0.05449229133439655,0.8661764229878764,A0A247D711_LISMN_Stadelmann_2021,fold_modulo_5
0,0.0778332774827847,0.06977963384012033,0.034252744159864894,1.3974073151029656,A0A247D711_LISMN_Stadelmann_2021,fold_modulo_5
1,0.18037750774043862,0.10909342917496995,0.048910154173312036,0.9841367217503316,A0A247D711_LISMN_Stadelmann_2021,fold_modulo_5
2,0.0628774834460255,0.0648633571370959,0.015114801321697851,1.035794141686202,A0A2Z5U3Z0_9INFA_Doud_2016,fold_modulo_5
3,0.0978725488103546,0.07200697133729585,0.007337934538679738,0.9500754919960746,A0A2Z5U3Z0_9INFA_Doud_2016,fold_modulo_5
4,0.08043428710108508,0.09174761000417835,0.0040013549561756295,1.0014634801204054,A0A2Z5U3Z0_9INFA_Doud_2016,fold_modulo_5
0,0.053916413800172404,0.06403277638558323,0.007879917008934223,0.9874461023935734,A0A2Z5U3Z0_9INFA_Doud_2016,fold_modulo_5
1,0.09417090487979403,0.08742795006487598,0.02610218728639779,0.8633963823691557,A0A2Z5U3Z0_9INFA_Doud_2016,fold_modulo_5
1,0.48264245600253924,0.008770335895151813,0.21330143540669855,0.8639057165844463,A0A2Z5U3Z0_9INFA_Wu_2014,fold_modulo_5
0,0.32048568086009543,0.007982529381467143,0.19352321498244243,1.8212310929981534,A0A2Z5U3Z0_9INFA_Wu_2014,fold_modulo_5
2,0.2705241960131214,0.0037711245618151797,0.20420911012877185,0.9507349797386753,A0A2Z5U3Z0_9INFA_Wu_2014,fold_modulo_5
3,0.30539768979809406,0.006151992961733493,0.2059961315280464,1.246344097821399,A0A2Z5U3Z0_9INFA_Wu_2014,fold_modulo_5
4,0.36911860479708325,0.0057538245782785295,0.21576277799453758,0.4634135948935189,A0A2Z5U3Z0_9INFA_Wu_2014,fold_modulo_5
3,0.20104868723669117,0.07713205496051406,0.017490696438064827,1.0420248708388438,A4_HUMAN_Seuma_2022,fold_modulo_5
2,0.1837706356932106,0.07573783772692841,0.0144385026737968,1.0835495557725041,A4_HUMAN_Seuma_2022,fold_modulo_5
1,0.051275170169998587,0.07971113936432095,0.01487055990367252,1.2302427091972223,A4_HUMAN_Seuma_2022,fold_modulo_5
4,0.09125012723728587,0.0829816363537393,0.016387559808612406,1.0363205120351484,A4_HUMAN_Seuma_2022,fold_modulo_5
0,0.20251738436165662,0.10834839165659324,0.08253588516746407,0.6743479658267989,A4_HUMAN_Seuma_2022,fold_modulo_5
1,0.13016904547996874,0.04389305743302997,0.11908209519012841,0.6995533210019333,A4D664_9INFA_Soh_2019,fold_modulo_5
2,0.18296041875173205,0.057237105607029756,0.10620750440695037,1.5732730711696026,A4D664_9INFA_Soh_2019,fold_modulo_5
3,0.26490609760581457,0.04709591183879753,0.11344749433392093,0.5301279724292466,A4D664_9INFA_Soh_2019,fold_modulo_5
4,0.27704543207018884,0.055118334401418584,0.1257869554268446,0.5644836107308584,A4D664_9INFA_Soh_2019,fold_modulo_5
