fold,ENCE,CV,ECE,chi_2,DMS_id,fold_variable_name
1,0.24690589542034913,0.027509792016893388,0.1907480221706381,0.914969622775411,A0A140D2T1_ZIKV_Sourisseau_2019,fold_modulo_5
2,0.18886439232619093,0.03457657579572207,0.21306077976218668,0.6514855313833913,A0A140D2T1_ZIKV_Sourisseau_2019,fold_modulo_5
3,0.273494776384141,0.029480092094314417,0.21353451134587143,0.9554751970311612,A0A140D2T1_ZIKV_Sourisseau_2019,fold_modulo_5
4,0.19896649823059054,0.02952573230917266,0.20908143445923535,1.8253502241260997,A0A140D2T1_ZIKV_Sourisseau_2019,fold_modulo_5
0,0.5274727464751812,0.032781894108954476,0.19531100478468896,1.1949908372619178,A0A140D2T1_ZIKV_Sourisseau_2019,fold_modulo_5
0,0.499100883847993,0.2786836879207837,0.08025624415173112,2.1834898910774627,A0A192B1T2_9HIV1_Haddox_2018,fold_modulo_5
1,0.3907484728071974,0.23759591195804514,0.06365794869949998,1.8309722934875867,A0A192B1T2_9HIV1_Haddox_2018,fold_modulo_5
2,0.41442060267520653,0.2558557876610397,0.05770624909380895,1.8530965481357133,A0A192B1T2_9HIV1_Haddox_2018,fold_modulo_5
3,0.2901005024728839,0.27392383625964034,0.03679135856169353,1.5413981669357126,A0A192B1T2_9HIV1_Haddox_2018,fold_modulo_5
4,0.3817424392962495,0.272206420720647,0.06539074960127594,1.781668043291884,A0A192B1T2_9HIV1_Haddox_2018,fold_modulo_5
1,0.09975044644057303,0.01871997591471188,0.04450261780104708,0.8697994467987146,A0A1I9GEU1_NEIME_Kennouche_2019,fold_modulo_5
2,0.07379030574226696,0.013121576631554327,0.020779220779220755,1.1878981003675226,A0A1I9GEU1_NEIME_Kennouche_2019,fold_modulo_5
3,0.10911774903102911,0.0066242190886818125,0.05154900964956828,1.1610468027259715,A0A1I9GEU1_NEIME_Kennouche_2019,fold_modulo_5
4,0.24162907456111618,0.009994707724344949,0.022966507177033472,1.1300077198823857,A0A1I9GEU1_NEIME_Kennouche_2019,fold_modulo_5
0,0.13985581897343796,0.005707325734409611,0.0626262626262626,0.8593585343346,A0A1I9GEU1_NEIME_Kennouche_2019,fold_modulo_5
3,0.3633364977123663,0.18713497195833823,0.025415142133408355,1.2159632169694055,A0A247D711_LISMN_Stadelmann_2021,fold_modulo_5
4,0.1806909212833055,0.15961806526306102,0.012468336616943439,2.5357909253106543,A0A247D711_LISMN_Stadelmann_2021,fold_modulo_5
2,0.17252258902405163,0.16905172955026018,0.008133971291866,1.0780734358983528,A0A247D711_LISMN_Stadelmann_2021,fold_modulo_5
0,0.11422591257679962,0.18155812880177655,0.019448353504081074,1.9339734172853555,A0A247D711_LISMN_Stadelmann_2021,fold_modulo_5
1,0.541468650290288,0.3433143148946372,0.004784688995215346,1.2312923300870608,A0A247D711_LISMN_Stadelmann_2021,fold_modulo_5
2,0.37596318880693913,0.28716484868366277,0.04185376599169706,1.9126296339886157,A0A2Z5U3Z0_9INFA_Doud_2016,fold_modulo_5
3,0.38808269719463656,0.3229461793764913,0.04113562264470511,1.7235861534417285,A0A2Z5U3Z0_9INFA_Doud_2016,fold_modulo_5
4,0.434967036747863,0.3604997538455604,0.0382563407714782,1.7543435026096732,A0A2Z5U3Z0_9INFA_Doud_2016,fold_modulo_5
0,0.39746485104144236,0.3122477571214142,0.04774103400093155,1.6836665867128489,A0A2Z5U3Z0_9INFA_Doud_2016,fold_modulo_5
1,0.4121770946667061,0.31046289932358656,0.03503075871496927,1.585737773551084,A0A2Z5U3Z0_9INFA_Doud_2016,fold_modulo_5
1,0.3728967511655217,0.009503076586581333,0.2108133971291866,0.8145217309525964,A0A2Z5U3Z0_9INFA_Wu_2014,fold_modulo_5
0,0.26673928229730504,0.007718758060624978,0.18513460788138894,1.8169251959277744,A0A2Z5U3Z0_9INFA_Wu_2014,fold_modulo_5
2,0.25566196678854525,0.006654751068973804,0.20882183355756292,0.9397724550291865,A0A2Z5U3Z0_9INFA_Wu_2014,fold_modulo_5
3,0.35082253174380224,0.007969150980883891,0.20077369439071563,1.2238997305041397,A0A2Z5U3Z0_9INFA_Wu_2014,fold_modulo_5
4,0.3472691317081017,0.009428721557947396,0.2145922746781115,0.43571925969102804,A0A2Z5U3Z0_9INFA_Wu_2014,fold_modulo_5
3,0.06567728875292492,0.14441332010102834,0.019298245614035106,1.1990561167874487,A4_HUMAN_Seuma_2022,fold_modulo_5
2,0.21463467981111192,0.10836680275406499,0.009625668449197886,1.1345089313412733,A4_HUMAN_Seuma_2022,fold_modulo_5
1,0.1377676971087473,0.13540625205308737,0.056291390728476845,1.4791535401915183,A4_HUMAN_Seuma_2022,fold_modulo_5
4,0.15793668329259872,0.13847590192224368,0.016507177033492818,1.066479343692249,A4_HUMAN_Seuma_2022,fold_modulo_5
0,0.07958446036803492,0.18236410843788503,0.027153110047846877,0.9246839174767603,A4_HUMAN_Seuma_2022,fold_modulo_5
1,0.35652734482256465,0.2506603464515649,0.024118609921934018,1.5843396811115364,A4D664_9INFA_Soh_2019,fold_modulo_5
2,0.34296451972695985,0.29607806857441743,0.021002266431629307,2.5651689454571978,A4D664_9INFA_Soh_2019,fold_modulo_5
3,0.581388855334686,0.26910387177207645,0.02916142029715435,1.2480979907294603,A4D664_9INFA_Soh_2019,fold_modulo_5
4,0.274582121935828,0.28211858529456824,0.03784940820951898,1.1455301607424526,A4D664_9INFA_Soh_2019,fold_modulo_5
0,0.17613296114621005,0.27215099382061786,0.01687949554802116,1.922003414840578,A4D664_9INFA_Soh_2019,fold_modulo_5
