seed	train_mse	test_mse	train_spearman	test_spearman	train_r2	test_r2	train_pearson	test_pearson
55.0	0.3331179142891689	1.3133822837528129	1.0		0.75	-0.0025489566884751014	0.9999999999999998	
4.0	0.33584018279179917	1.2705832861061426	1.0		0.75	-0.005639868899061318	1.0	
1.0	0.33332490406909626	1.3094026030367731	1.0		0.75	-1.6637346389458685e-08	1.0	
43.0	0.33499417826291605	1.2830649854022402	1.0		0.7499999999999999	-0.001446966151270157	1.0	
5734.0	0.33336577583093197	1.3088009533930296	1.0		0.7499999999999999	-0.00019985222098939381	1.0	
