seed	train_mse	test_mse	train_spearman	test_spearman	train_r2	test_r2	train_pearson	test_pearson
55.0	0.0374992858448525	0.044473526410707204	0.7601767220734446	0.740110413825441	0.6863984169710274	0.6448925243369008	0.8287564444631842	0.8054601500474845
4.0	0.03809799227507989	0.04033472141009395	0.7616812094265948	0.7343147769673559	0.6963180107467748	0.6022851969207317	0.8347131899381846	0.7825167103982876
1.0	0.036005429362733314	0.051528646936604645	0.7506646588396783	0.7473652335327096	0.7021244906225457	0.5691614104371482	0.8381991987586166	0.7611344287373085
43.0	0.03625368024861167	0.04911421905725657	0.7759140135078689	0.6595390592850146	0.7109019112977879	0.5128257113912043	0.8433967397737998	0.7266205859061465
5734.0	0.03820862940064487	0.04047984537016888	0.7513190547919335	0.767716812440262	0.6871082853190349	0.6485129108501915	0.8291814545845297	0.807487665900456
