seed	train_mse	test_mse	train_spearman	test_spearman	train_r2	test_r2	train_pearson	test_pearson
55.0	0.16498072157582758	0.5665405764132546	0.8380569367409909	0.725577537621058	0.8499894823854115	0.4956080074560123	0.9282155452122367	0.7175905189556289
4.0	0.16698516510154676	0.5226668269927202	0.8454180964856468	0.7263791392176676	0.847812073468107	0.5410100183885296	0.9272694283330354	0.7431323964791052
1.0	0.16126472038755846	0.5477497430513065	0.8419266042682049	0.7343318739960198	0.8538331761617945	0.5087658059984763	0.9306455886308185	0.7251944346888328
43.0	0.1612649631969453	0.5249660745613537	0.8529514216994943	0.690181688635554	0.8556198421834705	0.4987722533623431	0.9316731093891735	0.7224009985330155
5734.0	0.17038381237702346	0.47230838694292643	0.8442478903312073	0.7436577728610805	0.8480710304519908	0.5431877983426212	0.9272893802832423	0.7445698722912748
